question,predicted
What mine was operated by Royal Oak Mines at at earlier date Kemess Mine or Colomac Mine?,Which mine was owned by the Federal Government of Canada?
Aroma-scope used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?,Spy Kids 4 All the Time in the World and Polyester are both films that feature what 
Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,Suzanne Louverture was the wife of the leader of what revolution?
In addition to the best known comic servant from Commedia dell'arte who else is featured in La Surprise de l'amour?,Which character is featured in Marivaux's La Surprise de l'amour?
In what town does the one-time star of And There's More now live?,Where is the family of the Irish comedian who starred in And There's More based
Edward C. Hugger and Alexander Acosta served at appointees for what job?,Ed Hugler served as Acting Secretary of Labor until the first and only Hispanic member
Which club founded in 1928 did Bob Johnson played for ,Robert James Bob Johnson played for Derry City in what league?
A holdout is an accessory used by cheats in order for them to recieve what?,What is the meaning of the term "cheating"?
In which football league does the son of Souleyman Sané play?,Souleyman Sané is the father of a German professional footballer who plays as
How many legs does the animal in which Karl Kraepelin discusses in Scorpiones und Pedipalpi have?,What are the legs of the arachnids of the order Scorpiones?
Who is older Bertalan Farkas or Hans Schlegel?,Who is older Bertalan Farkas or Hans Schlegel Überlingen?
What portrait hangs in the Smithsonian Institute along with what is known as the founder of nursing?,What was the name of the Irish immigrant who served with distinction as a nurse on
Why did basketball player The Process not play in the 77th season?,What was the reason why Joel Embiid's third pick in the 2014 NBA
How many rooms are in the building built in 1883 at Garden City in Nassau County New York?,What is the size of the building in which T. Stewart Era Buildings is located?
Who is younger Chris Gould or Robbie Gould ?,Which former American football placekicker is the brother of the San Francisco 49ers?
San Jose Secondary Educational Center is located on the cost of what sea? ,San Jose Secondary Educational Center Málaga is a municipality capital of the Province of M
What member of the South Korean-Chinese boy group EXO stars in the upcoming movie The Underdog?,Which South Korean singer and actor stars in the upcoming South Korean theatrical animated film The Underdog
Did the host of Splash! win a gold silver or bronze Olympic medal?,What is the Olympic medalist in the event that was the 2012 Olympic bronze medalist in Sp
WFMT FM radio transmits from the second tallest building in the United States which is located where?,WFMT transmits from a building that was renamed in 2009 by the
What is the birthday of the author of She Walks These Hills?,She Walks These Hills is a book written by an American writer born on what date?
Charles Coughlin was a controversial Canadian-American Roman Catholic who also started what rumor?,What newspaper did Frances Sweeney start to counteract the influence of a controversial
Joe Ford played for which football club based out of Old Trafford?,Joseph Bertram Ford played for which professional football club based in Old Trafford Greater Manchester
Emily Beecham is best known for her role in a televsion series whose second season premiered on what date?,Emily Beecham is an English-American actress best known for her role in an American television series
One of the directors of Mediastan is well-known for founding what organisation in 2006?,Mediastan is a 2013 documentary film about the 2010 United States diplomatic cables leak produced by an
In which county does the United States Navy air base located in which  Attack Squadron 174 (VA-174) was based on?,Attack Squadron 174 was based at a United States Navy air base located in
Where is the closest relative to the whale located?,Whales are a widely distributed and diverse group of fully aquatic placental marine mammals their
Which player won more Grand Slam titles Kevin Ullyett or Billie Jean King?,Who is the American former World No. 1 professional tennis player Kevin Ullyett or
The physicist that saw a deficiency in Newton's classical theory of gravity received a Nobel Prize in what year?,What year did the German-born theoretical physicist who developed the theory of relativ
In what year did the parent show of The URL with Phred Show end?,The URL with Phred Show is an American television series originally airing on Noggin it
What two shows is the director of the first Clone Wars series known for creating?,Star Wars The Clone Wars is an American 3D CGI animated television series created by George
What Chinese company helped develop the aircraft that preceded the Chengdu J-7?,Who developed the Chengdu J-7 and the PAC JF-17 Thunder?
Michał Wiśniowiecki was related to the King of Poland and Grand Duke of Lithuania Michał Korybut Wiśniowiecki in what way?,Micha Winiowiecki was the grandfather of the future Polish–
How many acts is the ballet Rita Sangalli premiered in in the year 1876?,Rita Sangalli was an Italian ballet dancer who performed in what full-length
Billy King was an Australian rules footballer who participated in a game that was contested between the South Melbourne Football Club and Carlton Football Club and was held at what location in Melbourne in 1945?,What was the location of the game where William Herbert 'Billy' King participated in
When did the park at which Tivolis Koncertsal is located open?,When did the park that Tivolis Koncertsal is located opened?
Maine State Route 111 connects Alfred to Biddenford but what county is Alfred in?,State Route 111 runs east–west connecting the towns of Alfred and Biddeford in
Do tennis players Kathy Jordan and Sergi Bruguera have the same nationality?,Are Kathryn Jordan and Sergi Bruguera both tennis players?
Which University University of New South Wales or Purbanchal University was established first ?,Which university is located in Biratnagar the economic centre of Nepal?
What is the main base for the parent company of LATAM Express?,LATAM Express Transporte Aéreo S.A. operates some domestic and 
Giovanna d'Arco is an opera that was created by the composer of what nationality?,Giovanna d'Arco Joan of Arc is an operatic 
Who manages the Laboratory that ran the Aurora Generator Test?,Idaho National Laboratory ran the Aurora Generator Test in 2007 to demonstrate how a cyber attack could destroy
Drisheen is what type of product made in Ireland and other parts of Europe?,Which is more popular Drisheen or Black pudding?
The 59th Infantry Division covered the deployment of the 35th Infantry during the Allied operation during what war?,What war did the US 59th Infantry Division and Operation Overlord have in
Who signed into law the act made to lower barriers to adoption?,Who signed the Adoption 2002 Initiative into law?
Who was born first Steve Hogarth or Donnie Munro?,Who is older Donnie Munro or Steve Hogarth?
What are both Jack Rabbit and Leap-The-Dips made of?,What type of roller coaster is Jack Rabbit and Leap-The-Dips
Michael Mark Brodsky is known for his translation of what Irish avant-garde novelist playwright theatre director and poet?,Michael Brodsky is best known for his novels and for his translation of which Irish avant-
What man with a lazy left eye starred in Sacred Ground?,What American film and television actor starred in Sacred Ground?
What is the name of the girl group that the host of the Nickelodeon Australian Kids' Choice Awards 2006 was a member of?,The fourth annual Nickelodeon Australian Kids' Choice Awards were hosted by an Australian singer 
What man is linked to both Johnny Tremain and Magic Kingdom?,Who owned the theme park at the Walt Disney World Resort in Bay Lake Florida?
On what album is Samuel Sam Ervin Beam's cover of Such Great Heights featured?,What was the debut studio album of the singer-songwriter who released such great Heights?
What city in the Philippines is home to the Robinsons Galleria and the 4th largest shopping mall in the world?,Robinsons Galleria is a mixed-use complex and shopping mall located at EDSA
Which one of Magna Publishing Group's tiles is a spinoff of the UK's Club International?,Which magazine is a spin-off publication of the United Kingdom's Club International?
Rani Jhansi Marine National Park commemorates what queen of the princely state of Jhansi in North India?,Rani Jhansi Marine National Park commemorates which queen of the princely state
Which English singer from the 1960s has an album entitled Dangerous Acquaintances released in 1981?,Dangerous Acquaintances is the eighth studio album by which English singer songwriter and
The first Latina Supreme Court Justice was part of the majority decision of a case that upheld which previous supreme court case?,Which Supreme Court case was ruled in line with which Supreme Court case Alleyne 
Who was the pivotal in the formation of schools catering for the primary and early secondary education of children in remote and outback Australia?,Which South Australian educator and teacher was pivotal in the formation of the School of the Air?
In which 2017 film did this South Korean actor of  Dream High (2011) and the 2012 South Korean television drama series featuring Han Ga-in Jung Il-woo and Kim Min-seo appeared in 2017?,Moon Embracing the Sun starred a South Korean actor best known for his roles
Where Ken Kwapis and John Woo both working on films in the 1980's?,Are Kenneth Kwapis and John Woo both directors?
What is the name of the town linked by rail to Kendal named after a lake of the same name?,Windermere Hotel is a hotel in what county?
The company that Park Joo-mi made her entertainment debut as a model for has its headquarters in what building in Seoul?,Park Joo-mi made her entertainment debut as an Asiana Airlines model then began acting
What is the total circulation of the magazine that called Ohio State Route 78 one of the most scenic highways nationwide?,Which magazine has more circulation State Route 78 or Car and Driver?
Chancellor Otto von Bismark and Reichstadt agreement were also part of what League?,What alliance was formed by Chancellor Otto von Bismarck in 1873?
Opel once owned and manufactured the brand known under one shared name in New Zealand and Australia and that brand is now a subsidiary of what company?,Opel Automobile GmbH is a German automobile manufacturer a subsidiary of the French automobile manufacturer
Who was the woman whose execution for treason by German firing squad was the reason for Prussian Generalleutnant (Lieutenant General) Traugott von Sauberzweig's replacement as Military Governor of Brussels in 1915?,What British nurse was executed in the days of Traugott von Sauberzweig?
How has played in more bands Kim Wilson or Chino Moreno?,Who is better known as the lead vocalist and contributing guitarist of Deftones Kim Wilson
The album Mr. 12 String Guitar features a singer that hosted a variety show from 1969 to 1972 on what newtork?,Mr. 12 String Guitar is an instrumental folk album featuring the 12 string guitar of an American singer
Which Turkish leisure airline started operations under its own AOC in April 2011?,Which airline is headquartered in Antalya?
Phil Urban CEO of Mitchells & Bustlers manages what in the United Kingdom?,Philip Urban is CEO of which company that runs around 1600 managed pubs bars and restaurants?
Which Walt Disney film was produced first The Apple Dumpling Gang or Something Wicked This Way Comes?,Which film was produced first The Apple Dumpling Gang or Something Wicked This Way Come
What was the real name of the author of the book Coraline has been compared to?,Who wrote the 1865 fantasy novel Coraline?
The actor that played Gutthi on Comedy nights with Kapil Show also starred in what 2016 Punjabi film directed by Smeep Kang?,Which 2016 Punjabi film starring Sunil Grover was released on 22 April 2016?
Between MetroSource and Chicago which magazine is published more frequently?,Metrosource and Chicago are both magazines published in which city?
Who has a wider scope of profession  José Echegaray or Graham Swift?,Who was born first José Echegaray or Graham Swift?
Indie studio Jumpship developed what puzzle-platform video game released in July 2010?,Which game was developed by independent studio Playdead and was released in July 2010?
What genre does Orkworld and John Wick have in common?,What is the genre of game that was designed by an American role-playing game designer?
Are Stanley Elkin and Anne Tyler from the same country?,Are Stanley Elkin and Anne Tyler both writers?
Which genus has more species in it Othonna or Stangeria?,Which is more common Othonna or Stangeria?
Who is younger Pelle Almqvist or Steve Winwood?,Which singer was born first Steve Winwood or Pelle Almqvist?
Who was born first George Kuchar or Arthur Penn?,Which director George Kuchar or Arthur Penn was born earlier?
Besides the song OK Computer what did the same band record in 1995?,No Surprises is a song by the English alternative rock band Radiohead released as the third
Which star of Here Come the Munsters was born in Philadelphia ?,Which actress and model starred in Here Come the Munsters?
What network does the original presenter of ITV Nightly News currently present for?,The ITV Nightly News was the late evening news programme on British television network ITV produced
Who is the son of the author of the short story The Enormous Radio.,Who is the son of Mary Winternitz and writer of The Wapshot Chronicle National Book
Is Bob Hewitt a citizen of a different country than Ray Ruffels?,Are Raymond Ruffels and Robert Hewitt both tennis players?
Were the films Crazy Love and Welcome to Nollywood both released in 2008?,Are Crazy Love and Welcome to Nollywood both documentary films?
Which singer/songwriter is the Executive Vice President of A&R at Capitol Records Nate Albert or Rod Stewart?,Which American music executive songwriter producer and guitar player is currently the Executive Vice President of A&
 The 2010–11 Old Dominion Monarchs basketball team was led by the coach of what nationality?,What nationality is the head coach of the 2010–11 Old Dominion Monarchs
Who wrote the 1996 American historical drama film in which William Preston appeared?,William Preston appeared in a 1996 American historical drama film written by who?
Which award did the author of Anastasia on Her Own win in 2002?,Anastasia on Her Own is a young-adult novel by an American writer 
Who was involved in observing the natural progression of untreated syphilis in rural African-American men in Alabama?,Who was the senior surgeon and the acting chief of the venereal disease program in the United States
What county is the congressional district that Hansen Clarke was a U.S. Representative for in?,Hansen Clarke served in what county?
Which band has had more members The Operation M.D. or Del Amitri?,Which band was formed first The Operation or Del Amitri?
Which producer from the 2015 British documentary film about the life and death of British singer-songwriter Amy Winehouse also worked on the film Oasis Supersonic as a film producer?,Who produced the 2015 British documentary film about the life and death of British singer-songwriter Amy Wine
What title did the author of Det norske Theater's first production hold ? ,Det norske Theater was founded by which writer essayist philosopher historian and playwright?
What lawyers were featured in The State of Marriage with the lawyer nominated by Governor Peter Shumlin?,The State of Marriage focuses on the decades of grassroots advocacy by which American lawyer and judge from
What is the official currency in the country that hosts the Asahi-Ryokuken Yomiuri Memorial tournament?,What is the official currency of Japan?
Q Who was born first Richard Boleslawski or Herschell Gordon Lewis?,Which film director was born first Richard Boleslavsky or Herschell Gordon Lewis?
In what city are both 8 Spruce Street and the World Trade Center located?,8 Spruce Street is a 76-story skyscraper designed by architect
which league is the 121th season of top-tier competitive football in Switzerland which Ulrich Forte coach FC Zürich in the league ,Ulrich Forte is currently the coach of FC Zürich in what season of top-tier competitive
Andrea Camplone is a football coach in which 22-team competition?,Andrea Camplone is an Italian professional football coach and a former player currently in charge as
Which dog is based in Switzerland Appenzeller Sennenhund or Drentse Patrijshond?,Which dog is larger Appenzeller Sennenhund or Drentsche Patrij
What is type of philosophies is The Structure of Liberty about?,The Structure of Liberty is a book by legal theorist Randy Barnett which offers 
Reveille Park is the eighth album by which American rapper born on October 5 1970?,Reveille Park is the eighth album by which American rapper founder of Dope House Records and 
Where does the descendant of the Red Setter originate? ,Scotch Collie and Gordon are also ancestors of which country?
Is the university that owns WCSU-FM historically black or white?,WCSU-FM is owned by a historically black university HBCU located in Wil
In the USA a tobacconist also called a tobacco shop or smoke shop is traditionally represented by which advertisement figure that is often a three-dimensional wooden sculpture several feet tall?,What is the name of the advertisement figure in the likeness of a Native American used to
Which American comedian actor writer producer and voice actor from Hot & Fluffy voices a character in The Nut Job?,Who is the voice of the actor who starred in the 2014 3D computer-animated
What disease is the Wolf Prize winner and Vadim  Bereinskii-inspired Nobel laureate suffering from?,What type of disease is the British condensed-matter physicist who
Who is a poet Rumi or Farouk El-Baz?,What was the name of the poet who was born in 1938?
Britt Walford played with what musician who is best known for his guitar work in the band Maurice,Which guitarist was born first Britt Walford or David Pajo?
What occupation have Carly Gullickson and Francesca Schiavone both held?,Carly Gullickson and Francesca Schiavone are which?
What genre of music did Benjamin Burnley and Yannis Philippakis have in common?,Benjamin Burnley and Yannis Philippakis are both known for what genre?
Name the movie that was cowritten by Paul Rudd and the director of the 2011 British science fiction horror comedy film written and directed by Joe Cornish and starring John Boyega Nick Frost Jodie Whittaker and Luke Treadaway.,Which film was written and directed by Joe Cornish?
 Om and SIx Organs of Admittance are both what?,Om / Six Organs of Admittance is a split 7 by which American
Are both Ride a Wild Pony and Frozen 2 computer-animated films?,Are Ride a Wild Pony and Frozen 2 both American films?
Barranca de Yaco is a geographical feature along an ancient road that is approximately how many miles long?,Barranca de Yaco is a geographical feature along the ancient camino real royal
What are some other areas that share a common deer species with the forests of Mara and Mondrem?,The Forests of Mara and Mondrem were adjacent medieval forests in Cheshire England
What is the approximate population of the town near which Forward Operating Base Gibraltar was located ?,What population is the town where FOB Gibraltar is located?
What is the age range of the league for which the Bobby Smith Trophy is awarded?,The Bobby Smith Trophy is awarded annually to the Ontario Hockey League OHL which is one of the
Are both Kyosuke Himuro and Boy George musicians from the 1980s?,Are Kyosuke Himuro and Boy George both singers?
The pilot and author of Highest Duty My Search for What Really Matters was hired by which news station in 2011?,Highest Duty My Search for What Really Matters is a memoir written by an American retired
How to Irritate People was a broadcast written by an English actor who got his start on what television program?,How to Irritate People was written by an English actor who achieved success as a
Which women's magazine was published first Mirabella or Home Monthly?,Which magazine was published first Mirabella or Home Monthly?
Which country is the Taipa island part of?,Taipa is an island in Macau presently united by an artificial landfill to the island
What year did the VIacom subsidary Paramount Pictures make the silent film Through the Glass Window?,Through a Glass Window was released in what year?
Which of the following cities is a county-level city Jingzhou or Zixing?,Which city is under the administration of Chenzhou prefecture-level City Jingzhou or
The group formed during the summer of 2007 included what girl born in 1987?,Who is the singer-songwriter of the group The Saturdays?
Which documentary film came out first The Last Lions or Prophet's Prey ?,Which film was released first The Last Lions or Prophet's Prey?
Which Dutch media tycoon transferred all of its media activities to Talpa Holding?,Which Dutch media tycoon has transferred all of its media activities to Talpa
What professionn does Stanley Kwan and Ken Hughes have in common?,Stanley Kwan and Ken Hughes have which occupation?
Focus is a 2015 American romantic crime comedy-drama film starring an Australian actress who was also cast in what soap opera?,Focus is a 2015 American romantic crime comedy-drama film written and directed by Glenn
What year was Playford B Power Station permanently closed in by its Australian operator?,Playford B Power Station was mothballed in 2012 and its permanent closure was announced by
Rebecca M. Bergman is the President of a college affliated with what church?,Rebecca M. Bergman is the President of a college affiliated with what church?
The twenty-first season of South Park was entitled White People Renovating Houses is which episode of the series overall?,White People Renovating Houses is the first episode in the twenty-first season of the
What association did the woman whose museum is located in the Bolling–Gatewood House help found?,The Bolling–Gatewood House is a historic cottage in Holly Springs Mississippi USA it
Who married a man who starred in Marcus Welby M.D.?,What singer/actress played in the pilot of A Matter of Humanities?
At what university can the building that served as the fictional household that includes Gomez and Morticia be found?,The Hall of Languages was the inspiration for the fictional household created by American cartoonist Charles Add
Which satellite was operational for longer International Ultraviolet Explorer or EXOSAT?,Which astronomical observatory satellite was launched first International Ultraviolet Explorer or European 
When was the German actress born who is best known for her role as the Borg Seven of Nine and who has role in  Body of Proof as Dr. Kate Murphy?,When was the German actress who played the Borg Seven of Nine born?
Which college was founded first Williams College or University of Southern California?,Which college was established first Williams College or University of Southern California?
Which was released first The Greatest Game Ever Played or Hot Lead and Cold Feet?,Which film was released first The Greatest Game Ever Played or Hot Lead and Cold Fee
whiich Australian racing driver won the 44-lap race for the Red Bull Racing team?,Who won the 2014 Belgian Grand Prix?
Where in London was the 2012 Olympic event featuring athletes such as Katsuaki Susa held?,Katsuaki Susa is a Japanese boxer who competed at the 2012 Summer
The first edition of the Dungeons & Dragons Basic Set was written by a professor at what university?,The Dungeons & Dragons Basic Set was written by an associate professor of neuro
Victor Koman's Ph.D.  in Information Technology was conferred by a university located in which city ?,Victor Koman was conferred with a Ph.D. in Information Technology at a
 The Nike Hoop Summit has had many current NBA players as former participants including what German player from the Dallas Mavericks?,Who is the German professional basketball player for the Dallas Mavericks of the National Basketball Association
What chef is the owner of a Japanese restaurant in the Tribeca neighborhood and also owns two Bar Masas in New York and Nevada?,Which chef and owner of Tetsu is the chef and owner of a three-
Which battle the Battle of Cold Harbor or the Second Battle of Bull Run was fought first?,Which battle was fought first Battle of Cold Harbor or Second Battle of Second Manass
Which award David Hersey had got for Equus a play by Peter Shaffer ?,David Hersey has won what award for a play written in 1973?
Which drink is larger the Apple-Kneel or the Flaming volcano?,Which cocktail is served first The Apple-Kneel or The flaming volcano
Donnie Smith who plays as a left back for New England Revolution belongs to what league featuring 22 teams?,Donald W. Donnie Smith plays for which men's professional soccer league?
Which body of water flows through more states Tamiami Canal or Genesee River?,Which tributary of Lake Ontario flows northward through the Twin Tiers of Pennsylvania and
Corn Ranch is a spaceport where test flights are carried out by a company headquartered in what state?,Corn Ranch is a spaceport in the West Texas town of Van Horn Texas where flight tests
Who was born first out of Todd Field and Aaron Katz?,Which actor was born first William Todd Field or Aaron Katz?
What Andy Williams' album did a song written by Charles Wesley appear on?,What was the first Christmas album by American pop singer Andy Williams that was released by Unison Music
Who co-wrote The Hidden History of the Human Race with a man know devotionally as Drutakarma dasa?,Who wrote the book Michael A. Cremo wrote with?
What abbey founded in 598 was Clarembald a monk at?,Clarembald was a medieval Benedictine monk and abbot-elect of
What class of yamaha class sport bike motorcycle did Ryuji Yokoa use when he finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006?,Ryuji Yokoe currently competes in the All Japan Road Race ST600
What instrument does Duff McKagan play on Macy Gray's single Kissed It?,Kissed It features the musicians of which band?
Who designed the casino that The Venetian Macao is modeled on?,The Venetian Macao is modeled on its sister casino resort The Venetian
What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1800000?,Who founded the computer security training website HackThisSite?
 Who was the husband of the prominent Walton family member who died after John died in 2005?,Who was the wife of Wal-Mart and Sam's Club founder?
Which facility was founded in Missouri Discovery Zone or Valentino's?,Which chain of entertainment facilities was founded first Discovery Zone or Valentino's?
Kevin Short had a role as the Jailer in which three-act French opera?,Kevin Short is an American operatic bass-baritone who sang in what French opera in
Armie Hammer stars as Oliver in a film directed by who ?,Armand Douglas Armie Hammer stars as Oliver in a film directed by who?
What classmate of Tony Hendra is the Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge?,Tony Hendra was a classmate of which English theoretical physicist cosm
Who is a Brazilian mixed martial artist in the UFC who Namsaknoi Yudthagarngamtorn coached?,Namsaknoi Yudthagarngamtorn is an instructor to the
what year was the writer of the blog Preposterous Universe born?,What year was the contributor to the blog Cosmic Variance born?
George Reed was along with which Drake University player one of the greatest running backs in CFL history?,Who was the Canadian football player who played college football at Drake University?
Siegi Sessler was the restaurateur whose club was frequented by which actress with Welsh ancestry?,Siegi Sessler opened the club that was the 'home away from home'
Where is the American honky tonk country band whose first studio album was Honky Tonks and Cheap Motels based?,Honky Tonks and Cheap Motels is the first studio album by an American hon
What prominent director worked with Orion Pictures and was born in December of 1935?,Who was born first Orion Pictures Corporation or Heywood Woody Allen?
In the 1970s which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?,Which department store group in the United Kingdom was founded by Donald Swain Lewis?
The USS Daedalus was named after an exiled Athenian representative of artists from which culture?,USS Daedalus was one of 39 Achelous-class landing craft repair
Command and Control was a book that discusses the 1980 incident in what state?,Command and Control Nuclear Weapons the Damascus Accident and the Illusion of
Which iPhone was the first to be completely developed by the Chief Executive Officer of Apple who was born in 1960?,What is the first iPhone to be completely developed under the guidance of an American business executive industrial engineer
Jaclyn Stapp is married to the former frontman of a band that disbanded in what year?,Jaclyn Stapp is married to Scott Stapp former frontman of the band that
Which player is from Brazil Jimmy Connors or Maria Bueno?,Who was born first James Scott Connors or Maria Bueno?
When was the University established where Laura Landweber is a professor ?,Laura Faye Landweber is a professor of biochemistry and molecular bio
Were Basil Dean and Francis Ford Coppola both alive at some point in time?,Are Francis Coppola and Herbert Dean both actors?
Whitford Lodge once held a branch of the bank that later became which national bank?,The Whitford Lodge was once a branch of what American national bank chartered and supervised
Who created the term that the author of A Piece of Danish Happiness uses to explain why Danish people are the happiest in the world?,Sharmi Albrechtsen attributes this happiness to the cultural Laws of Jante 
How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,Wardell Curry II is an American professional basketball player for the Golden State Warriors of the National Basketball
Which magazine has been around longer Guitar World or Golf Digest?,Which magazine was sold to The New York Times Company in 1969 Guitar World or Golf Digest?
Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,Bride of the Regiment is a 1930 American Pre-Code musical film directed by John Francis
Did the playwrights Eugène Ionesco and Paul Scott live during the same time period?,Are Eugène Ionesco and Paul Scott both playwrights?
Svíčková is a dish that includes dumplings that are prepared in what way?,Svková and Klöße der Kloß are which type of dumpling
North Midland Divisional Engineers took part in a battle during WWII that went on for how many weeks ?,What was the time period when the North Midland Divisional Engineers saw action in World War II
What Lord of the Rings actor starred alongside Paul Hogan in Flipper?,Flipper is a 1996 adventure film remake of the 1963 film of the same name which in
Who co-starred in an episode of The ABC Comedy Hour with the man who played Duke Slater in Gomer Pyle U.S.M.C.? ,Who starred in the show The ABC Comedy Hour?
Who covered the song I Love You by Chris Write?,Who covered the song I Love You written by the member of The Zombies?
What was the title of the failed magazine that preceded and inspired the The Science Fiction League?,The Science Fiction League was created by Hugo Gernsback in 1934 in the pages of
Consider the band formed in 2015 by JYP Entertainment through the reality show Sixteen. How many tracks are on the reissue of their third album?,Twicecoaster Lane 2 contains what number of tracks?
This British television series was adapted from one of the better-known novels of a 19th-century writer and was first published in what magazine? ,Cranford is a British television series directed by Simon Curtis and Steve Hudson the 
Wojtek Wolski played for what team based in the Miami metropolitan area?,Wojciech Wolski has played for which professional ice hockey team based in
What IBF Light Flyweight Championship winner was related to the Mexican boxer born on May 28 1986 in Mexico City?,Who is the father of Alonso López?
Jayaprakash Narayan was posthumously awarded what highest Indian civilian award?,Jayaprakash Narayan was awarded what highest civilian award of the Republic of India
Ithihasa and the Indian music composer of  Chronic Bachelor Udayananu Tharam Naran Puthiya Mukham Urumi Grandmaster and Bhaskar the Rascal are known in what type of films/cinema?,Ithihasa was composed by an Indian music composer best known for his compositions in what
Are Stephen Frears and Jan Švankmajer from the same country?,Are Stephen Frears and Jan vankmajer both filmmakers?
Phoebe Ruguru created a 2014 film on a smartphone marketed by what company?,Phoebe Ruguru won the 2014 modern day slavery short film competition in London on the
The Wright Model B was an early pusher biplane designed by what inventors and aviation pioneers who are credited with building the world's first successful airplane?,The Wright Model B was an early pusher biplane designed by which American brothers inventors
Kieran Crichlow is a footballer from what island in the Lesser Antilles?,Kieran Crichlow is an international footballer from which island country in the Less
The home video game console that was developed by Sony Computer Entertainment is a platform for a racing video game developed by who?,Formula One 2001 is a racing video game for the PlayStation and PlayStation 2 developed by which studio
What actor from Willow also starred in The Usual Suspects?,Who starred in the 1995 American neo-noir mystery film The Usual
What American filmmaker was the co-founder of Troma Entertainment film studio Stanley Lloyd Kaufman Jr. or Jay T. Wright?,Who is older Stanley Kaufman or Jay Wright?
Are Southwest Florida International Airport and Henry E. Rohlsen Airport both in Florida?,Are Southwest Florida International Airport and Henry E. Rohlsen Airport both in the same state
Matt Doheny lost his primary race to what current youngest woman ever elected to Congress?,Matt Doheny lost the primary to which American politician from the state of New York?
Which was released first Hot Girls Wanted or China Blue?,Hot Girls Wanted is a 2015 American documentary on young adult pornography directed by
Look At Us Now is a song by American DJs based in which city ?,Look At Us Now is a song by an American DJ duo consisting of Robert Ab
Charles Barton Chuck Kendall Jr. was reportedly interested in purchasing the Los Angeles Clippers from which Jewish-American businessman?,Who was the owner of the Los Angeles Clippers?
How many episodes were in the season of Rick and Morty that featured an episode called The Ricks Must Be Crazy?,The Ricks Must Be Crazy is the sixth episode in the second season of the American animated television
The star of Under the Silver Lake made his debut in what film?,David Mitchell is an American film director and writer he directed the coming-of-age drama
Dorian Gray is the main character of what philosophical novel whose editor feared the story was indecent and deleted roughly five hundred words before publication?,Which novel by Oscar Wilde was published first Dorian Gray or The Picture of Dorian Gray
Darryl Kubian's O for a Muse of Fire is based upon the events surrounding which historical battle? ,In March 2015 the New Jersey Symphony Orchestra premiered Darryl's latest work O for 
Evan Williams played for what professional football club that was originally known as St. Luke's FC?,What club is Evan Williams a Scottish former football goalkeeper who played for Third Lanark Wo
Where was the Barbadian singer which Rihanna was his then girlfriend raised in ,Mark Geragos represented the singer who was raised in what city?
What was the name of the first soundtrack album made by the woman who is referred to as the Queen of Pop?,Who's That Girl is the first soundtrack album by an American singer and songwriter actress and
