question,predicted
What professionn does Stanley Kwan and Ken Hughes have in common?,Stanley Kwan and Ken Hughes have which mutual occupation?
Focus is a 2015 American romantic crime comedy-drama film starring an Australian actress who was also cast in what soap opera?,Focus is a 2015 American romantic crime comedy-drama film written and directed by Glenn
What year was Playford B Power Station permanently closed in by its Australian operator?,Playford B Power Station was mothballed in 2012 and its permanent closure was announced
Rebecca M. Bergman is the President of a college affliated with what church?,Rebecca M. Bergman is the President of a private coeducational liberal arts
The twenty-first season of South Park was entitled White People Renovating Houses is which episode of the series overall?,White People Renovating Houses is the first episode in the twenty-first season of
What association did the woman whose museum is located in the Bolling–Gatewood House help found?,The Bolling–Gatewood House is a historic cottage in Holly Springs Mississippi USA it
Who married a man who starred in Marcus Welby M.D.?,Marcus Welby M.D. starred an American actor producer and director best known for
At what university can the building that served as the fictional household that includes Gomez and Morticia be found?,The Hall of Languages served as creative inspiration for the fictional household created by American cartoonist
Which satellite was operational for longer International Ultraviolet Explorer or EXOSAT?,Which was launched first International Ultraviolet Explorer or European X-ray Observatory Satellite EXOS
When was the German actress born who is best known for her role as the Borg Seven of Nine and who has role in  Body of Proof as Dr. Kate Murphy?,When was the German actress best known for her role as the Borg Seven of Nine born
Which college was founded first Williams College or University of Southern California?,Which college was founded first Williams College or University of Southern California?
Which was released first The Greatest Game Ever Played or Hot Lead and Cold Feet?,Which film was released first The Greatest Game Ever Played or Hot Lead and Cold Feet?
whiich Australian racing driver won the 44-lap race for the Red Bull Racing team?,The 2014 Belgian Grand Prix was won by which Australian racing driver who is currently competing in
Where in London was the 2012 Olympic event featuring athletes such as Katsuaki Susa held?,Katsuaki Susa competed at the 2012 Summer Olympics in the flyweight division –
The first edition of the Dungeons & Dragons Basic Set was written by a professor at what university?,The Dungeons & Dragons Basic Set was written by an associate professor of neurology at what
Victor Koman's Ph.D.  in Information Technology was conferred by a university located in which city ?,Victor Koman's Ph.D. in Information Technology was conferred by a for
 The Nike Hoop Summit has had many current NBA players as former participants including what German player from the Dallas Mavericks?,The Nike Hoop Summit is an international men's basketball all-star game sponsored by
What chef is the owner of a Japanese restaurant in the Tribeca neighborhood and also owns two Bar Masas in New York and Nevada?,Tetsu is a modern Japanese restaurant located in the Tribeca neighborhood of New York City
Which battle the Battle of Cold Harbor or the Second Battle of Bull Run was fought first?,Which battle was fought first Battle of Cold Harbor or Second Battle of Bull Run?
Which award David Hersey had got for Equus a play by Peter Shaffer ?,David Hersey is a lighting designer who has designed the lighting for over 250 plays musical
Which drink is larger the Apple-Kneel or the Flaming volcano?,Which drink is usually a multi-user drink served to a group in a special ritual
Donnie Smith who plays as a left back for New England Revolution belongs to what league featuring 22 teams?,Donald W. Donnie Smith is an American soccer player who plays as a left back
Which body of water flows through more states Tamiami Canal or Genesee River?,Which tributary of Lake Ontario flows northward through the Twin Tiers of Pennsylvania
Corn Ranch is a spaceport where test flights are carried out by a company headquartered in what state?,Corn Ranch is a spaceport in the West Texas town of Van Horn Texas where flight
Who was born first out of Todd Field and Aaron Katz?,Who was born first William Field or Aaron Katz?
What Andy Williams' album did a song written by Charles Wesley appear on?,We Need a Little Christmas is a Christmas album by American pop singer Andy Williams that was
Who co-wrote The Hidden History of the Human Race with a man know devotionally as Drutakarma dasa?,Michael A. Cremo is an American freelance researcher who identifies himself as a Ved
What abbey founded in 598 was Clarembald a monk at?,Clarembald was a medieval Benedictine monk and abbot-elect of which
What class of yamaha class sport bike motorcycle did Ryuji Yokoa use when he finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006?,Ryuji Yokoe currently competes in the All Japan Road Race ST600 Championship
What instrument does Duff McKagan play on Macy Gray's single Kissed It?,Kissed It is a song by the American soul singer Macy Gray it features the
Who designed the casino that The Venetian Macao is modeled on?,The Venetian Macao is modeled on its sister casino resort designed by who?
What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1800000?,Who founded the computer security training website HackThisSite in 2003?
 Who was the husband of the prominent Walton family member who died after John died in 2005?,The Walton family is an American family whose collective fortune makes them among the richest families in
Which facility was founded in Missouri Discovery Zone or Valentino's?,Which chain was founded first Discovery Zone or Valentino's?
Kevin Short had a role as the Jailer in which three-act French opera?,Kevin Short is an American operatic bass-baritone he appeared annually at the Metropolitan
Armie Hammer stars as Oliver in a film directed by who ?,Armand Armie Hammer stars as Oliver in a film directed by who?
What classmate of Tony Hendra is the Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge?,Tony Hendra was a classmate of which English theoretical physicist?
Who is a Brazilian mixed martial artist in the UFC who Namsaknoi Yudthagarngamtorn coached?,Namsaknoi Yudthagarngamtorn is a retired Muay
what year was the writer of the blog Preposterous Universe born?,In what year was the writer of Cosmic Variance born?
George Reed was along with which Drake University player one of the greatest running backs in CFL history?,Who was born first George Reed or Johnny Bright?
Siegi Sessler was the restaurateur whose club was frequented by which actress with Welsh ancestry?,Who was born first Siegi Sessler or Ruth Davis?
Where is the American honky tonk country band whose first studio album was Honky Tonks and Cheap Motels based?,Honky Tonks and Cheap Motels is the first studio album by an American hon
What prominent director worked with Orion Pictures and was born in December of 1935?,Orion Pictures Corporation is an American motion picture producer and distributor that produced and released films
In the 1970s which group acquired this department store group in the United Kingdom whose co-founding director is the father of Lieutenant Colonel Donald Swain Lewis?,Donald Swain Lewis was a Lieutenant Colonel in the British Army and was the second highest
The USS Daedalus was named after an exiled Athenian representative of artists from which culture?,USS Daedalus ARL-35 was one of 39 Achelous-class
Command and Control was a book that discusses the 1980 incident in what state?,Command and Control Nuclear Weapons the Damascus Accident and the Illusion of Safety is a 2013
Which iPhone was the first to be completely developed by the Chief Executive Officer of Apple who was born in 1960?,What is the name of the first iPhone to be completely developed under the guidance of an
Jaclyn Stapp is married to the former frontman of a band that disbanded in what year?,Jaclyn Nesheiwat Stapp is a beauty queen philanthropist and fashion
Which player is from Brazil Jimmy Connors or Maria Bueno?,Who was born first James Connors or Maria Bueno?
When was the University established where Laura Landweber is a professor ?,Laura Faye Landweber is a professor of biochemistry and molecular biophysics
Were Basil Dean and Francis Ford Coppola both alive at some point in time?,Are Francis Coppola and Basil Dean both film directors?
Whitford Lodge once held a branch of the bank that later became which national bank?,The Whitford Lodge is a historic building located in Exton Pennsylvania in the Whiteland
Who created the term that the author of A Piece of Danish Happiness uses to explain why Danish people are the happiest in the world?,Sharmi Albrechtsen attributes her happiness to a concept created by which
How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,How many players have had 50–40–90 seasons?
Which magazine has been around longer Guitar World or Golf Digest?,Which magazine was published first Guitar World or Golf Digest?
Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,Bride of the Regiment is a 1930 American Pre-Code musical film directed by John Francis
Did the playwrights Eugène Ionesco and Paul Scott live during the same time period?,Are Eugène Ionesco and Paul Scott both playwrights?
Svíčková is a dish that includes dumplings that are prepared in what way?,Svíčková and Knödel are dumplings commonly found in
North Midland Divisional Engineers took part in a battle during WWII that went on for how many weeks ?,The North Midland Divisional Engineers saw action in the Battle of France in Greece Tunisia
What Lord of the Rings actor starred alongside Paul Hogan in Flipper?,Which American actor voice actor DJ and producer starred in Flipper?
Who co-starred in an episode of The ABC Comedy Hour with the man who played Duke Slater in Gomer Pyle U.S.M.C.? ,The ABC Comedy Hour was an American television variety series that aired on ABC in 1972 that
Who covered the song I Love You by Chris Write?,I Love You is a 1965 song by The Zombies written by their member Chris White which
What was the title of the failed magazine that preceded and inspired the The Science Fiction League?,The Science Fiction League was one of the earliest associations formed by science fiction fans it was
Consider the band formed in 2015 by JYP Entertainment through the reality show Sixteen. How many tracks are on the reissue of their third album?,Twicecoaster Lane 2 is the reissue of South Korean girl group Twice's
This British television series was adapted from one of the better-known novels of a 19th-century writer and was first published in what magazine? ,Cranford is a British television series directed by Simon Curtis and Steve Hudson the tele
Wojtek Wolski played for what team based in the Miami metropolitan area?,Wojciech Wojtek Wolski is a Polish-Canadian professional
What IBF Light Flyweight Championship winner was related to the Mexican boxer born on May 28 1986 in Mexico City?,Who is the father of the undefeated Mexican professional boxer who defended the Lineal and W
Jayaprakash Narayan was posthumously awarded what highest Indian civilian award?,Jayaprakash Narayan was posthumously awarded what highest civilian award of the
Ithihasa and the Indian music composer of  Chronic Bachelor Udayananu Tharam Naran Puthiya Mukham Urumi Grandmaster and Bhaskar the Rascal are known in what type of films/cinema?,Ithihasa is a 2014 Malayalam fantasy comedy film written by Ane
Are Stephen Frears and Jan Švankmajer from the same country?,Are Stephen Frears and Jan Švankmajer both film directors?
Phoebe Ruguru created a 2014 film on a smartphone marketed by what company?,Phoebe Ruguru is a Kenyan film director and producer known for winning the 2014
The Wright Model B was an early pusher biplane designed by what inventors and aviation pioneers who are credited with building the world's first successful airplane?,The Wright Model B was an early pusher biplane designed by which American brothers invent
Kieran Crichlow is a footballer from what island in the Lesser Antilles?,Kieran Crichlow is an international footballer from which island country in the Less
The home video game console that was developed by Sony Computer Entertainment is a platform for a racing video game developed by who?,Formula One 2001 is a racing video game for the PlayStation and PlayStation 2 developed by
What actor from Willow also starred in The Usual Suspects?,The Usual Suspects stars which American actor who started performing stand-up comedy at
What American filmmaker was the co-founder of Troma Entertainment film studio Stanley Lloyd Kaufman Jr. or Jay T. Wright?,Who was born first Stanley Kaufman or Jay Wright?
Are Southwest Florida International Airport and Henry E. Rohlsen Airport both in Florida?,Are Southwest Florida International Airport and Henry E. Rohlsen Airport located in the same
Matt Doheny lost his primary race to what current youngest woman ever elected to Congress?,Matt Doheny lost the primary to which American politician from the state of New York?
Which was released first Hot Girls Wanted or China Blue?,Which film was released first Hot Girls Wanted or China Blue?
Look At Us Now is a song by American DJs based in which city ?,Look At Us Now is a song by a DJ duo based in what city?
Charles Barton Chuck Kendall Jr. was reportedly interested in purchasing the Los Angeles Clippers from which Jewish-American businessman?,Chuck Kendall was reportedly interested in purchasing the Los Angeles Clippers from which Jewish-American businessman
How many episodes were in the season of Rick and Morty that featured an episode called The Ricks Must Be Crazy?,The Ricks Must Be Crazy is the sixth episode in the second season of the American
The star of Under the Silver Lake made his debut in what film?,David Mitchell's next project is set to star an actor who made his feature-film
Dorian Gray is the main character of what philosophical novel whose editor feared the story was indecent and deleted roughly five hundred words before publication?,What philosophical novel by Oscar Wilde first published complete in the July 1890 issue of Lipp
